OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,LotConfig,BldgType,LotArea,OverallCond,2ndFlrSF,BedroomAbvGr,Fireplaces,EnclosedPorch,OpenPorchSF,WoodDeckSF,HalfBath,SalePrice
5,1955,1995,825,825,825,1,4,2,720,1,5,8235,7,0,2,0,0,50,140,0,125000
7,2003,2004,912,912,2094,2,8,2,615,1,5,9375,5,1182,4,1,0,182,182,1,263000
6,1977,1977,1069,1069,1069,2,4,2,440,1,4,4043,6,0,2,0,0,55,0,0,140000
5,1957,1957,928,928,928,1,5,1,288,1,5,6000,6,0,3,0,0,0,0,0,112500
8,2006,2006,1709,1717,1717,2,7,3,908,1,5,11146,5,0,3,1,0,39,169,0,255500
4,1949,2003,0,1126,1126,2,5,2,520,1,5,8777,5,0,2,0,0,96,0,0,108000
7,2003,2004,998,1006,2046,2,8,3,871,1,5,10625,5,1040,3,1,0,62,320,1,284000
5,1922,1950,993,1048,1048,1,5,1,280,1,5,6380,6,0,2,1,116,0,0,0,113000
5,1957,1957,1092,1092,1092,1,6,1,299,1,5,14850,5,0,2,1,0,0,268,0,141000
4,1920,1950,637,897,1336,1,7,1,570,1,5,11040,6,439,3,0,120,47,0,1,108000
7,1996,1997,729,729,1446,2,6,2,406,3,5,21872,5,717,3,1,0,22,264,1,175000
7,2003,2004,1374,1557,1557,2,7,2,420,1,4,3196,5,0,2,1,0,20,143,0,234000
5,1957,1996,1392,1392,1392,1,5,2,528,1,5,11341,6,0,3,1,0,0,0,1,121500
5,1974,1975,1389,1389,1389,1,6,2,418,1,5,10010,5,0,2,1,0,38,240,0,170000
5,1940,1969,996,996,996,1,6,0,0,1,5,13907,6,0,3,1,0,0,144,0,108000
6,1918,1950,1163,1163,1674,2,8,2,396,1,5,21780,7,511,4,1,0,36,72,0,185000
7,1992,2000,1095,1166,2295,2,9,2,590,5,5,13346,5,1129,4,1,0,40,0,1,268000
6,1915,1950,806,841,1647,1,6,1,216,2,5,6858,4,806,4,0,136,66,0,1,128000
9,2005,2007,1122,1134,2504,2,11,3,656,1,5,11198,5,1370,4,1,0,39,144,1,325000
7,2004,2004,1517,1535,1535,2,7,2,532,1,5,10171,5,0,3,0,0,0,0,0,214000
8,1983,2009,1496,1496,2132,1,5,2,612,1,5,12327,8,636,1,1,0,40,349,1,316600
5,1979,1979,943,943,943,1,4,2,600,2,2,7032,5,0,2,2,0,0,42,0,135960
5,1965,1965,1728,1728,1728,2,10,2,576,1,2,13101,5,0,6,0,0,0,0,0,142600
6,1959,1959,864,864,864,1,4,1,288,1,5,7332,6,0,2,0,0,0,168,0,120000
7,2009,2009,846,846,1692,2,6,2,650,2,5,13159,5,846,3,0,0,114,208,1,224500
7,2000,2000,384,774,1430,2,8,2,400,1,5,9967,5,656,3,1,0,0,100,1,170000
5,1971,2005,372,576,1109,1,5,1,288,3,5,10500,7,533,3,0,0,0,35,0,139000
5,1947,1950,832,832,1216,1,6,1,336,1,5,8480,5,384,2,0,102,0,158,0,118500
7,1928,1950,861,877,1477,2,6,1,216,1,5,6292,7,600,3,1,0,50,0,0,145000
5,1966,1966,1164,1320,1320,1,6,2,564,1,5,11777,6,0,3,2,240,68,160,0,164500
7,2007,2007,689,703,1392,2,5,2,540,2,4,3604,5,689,2,0,0,102,0,0,146000
5,1954,1954,1050,1050,1795,2,7,1,352,1,5,12150,5,745,4,0,0,0,0,0,131500
6,1960,1987,1144,1429,1429,1,7,2,572,5,5,14585,6,0,3,2,0,110,216,0,181900
8,2008,2009,2042,2042,2042,2,8,3,1390,1,5,12704,5,0,3,1,0,90,0,1,253293
6,1990,1990,816,816,816,1,5,0,0,1,2,11841,5,0,3,0,0,32,0,0,118500
10,1893,2000,1237,1521,2775,3,9,2,880,1,5,13500,9,1254,3,1,0,502,105,1,325000
4,1935,1995,884,989,1573,1,6,1,240,1,5,6120,7,584,3,0,54,0,0,0,133000
8,2005,2006,1868,2028,2028,2,7,3,880,1,5,11443,5,0,2,2,0,66,326,0,369900
6,1918,2000,816,838,838,1,5,1,275,1,5,10267,7,0,2,0,112,0,0,0,130000
5,1982,1982,840,860,860,1,4,2,528,1,5,8740,6,0,2,0,0,0,0,0,137000
5,1968,2003,1437,1473,1473,1,5,1,452,1,5,25095,8,0,1,2,0,48,0,0,143000
5,1930,1960,742,779,935,1,4,1,308,1,5,9100,6,0,2,0,0,0,0,0,79500
7,2004,2004,770,770,1582,2,6,2,520,1,5,8320,5,812,3,0,0,45,0,1,185900
10,2008,2008,1722,1728,2296,2,10,3,842,2,5,13478,5,568,3,1,0,274,382,1,451950
5,1982,2003,816,816,816,1,4,2,816,1,5,6600,8,0,2,0,0,0,0,0,138000
6,2003,2003,848,848,848,1,4,2,420,1,4,4435,5,0,1,0,0,0,140,0,140000
5,1975,1975,924,924,924,1,5,1,280,1,5,7990,6,0,3,0,0,0,0,0,110000
8,2005,2006,1814,1826,1826,2,7,3,758,1,5,11302,5,0,3,1,0,75,180,0,319000
6,1910,1993,684,684,1368,1,7,1,216,1,5,3600,7,684,3,0,0,158,0,0,114504
7,2006,2007,1258,1402,1402,0,7,3,648,1,4,3922,5,0,2,1,0,16,120,2,194201
5,1977,1977,1430,1647,1647,2,7,2,621,1,5,12984,6,0,3,1,0,0,0,0,217500
6,1980,1980,716,716,1556,2,6,2,452,1,3,1950,6,840,3,1,0,0,161,1,151000
8,2005,2005,1058,1058,1904,2,8,2,736,1,5,10927,5,846,3,1,0,60,179,1,275000
6,1937,1950,780,780,1375,1,6,1,544,1,5,9000,6,595,3,1,0,162,0,1,141000
8,1992,1992,908,927,1915,2,8,2,506,1,5,10041,5,988,3,1,0,150,120,1,220000
7,2004,2005,600,600,1200,2,4,2,480,1,4,3182,5,600,2,0,0,172,0,1,151000
7,2002,2002,1494,1494,1494,2,6,2,530,1,5,12803,5,0,3,1,0,36,192,0,221000
7,1965,1990,768,1186,1986,2,7,2,486,1,5,13600,6,800,3,3,0,42,0,1,205000
5,1996,1996,1040,1040,1040,1,6,2,576,2,5,12464,5,0,3,0,0,0,168,0,152000
5,1948,2002,896,1112,2008,3,8,1,230,1,5,7800,8,896,3,0,0,0,103,0,225000
8,1934,1998,965,1940,3194,2,10,2,380,1,5,12168,6,1254,4,2,0,0,0,1,359100
4,1961,1961,1029,1029,1029,1,5,1,261,1,5,7943,5,0,3,0,39,0,64,0,118500
9,2000,2000,1440,1476,2153,2,8,3,736,1,5,11050,5,677,3,2,0,142,253,1,313000
6,1978,1978,1032,1032,1032,2,6,2,564,3,5,10395,6,0,3,1,0,0,0,0,148000
8,2001,2001,1299,1299,1872,2,7,2,531,1,5,11885,5,573,3,1,0,122,160,1,261500
5,2007,2007,1120,1120,1120,1,6,0,0,1,5,8402,5,0,3,0,0,30,0,0,147000
4,1972,1972,630,630,630,1,3,0,0,1,4,1491,6,0,1,0,0,24,96,0,75500
6,1963,1963,936,1054,1054,1,6,2,480,1,5,8800,7,0,3,0,0,0,120,0,137500
6,2002,2003,783,807,1509,2,7,2,393,1,5,7861,5,702,3,1,0,75,100,1,183200
6,1954,1954,832,832,832,1,4,2,528,2,5,7227,6,0,2,0,0,0,0,0,105500
9,2007,2007,1822,1828,1828,2,9,3,774,1,5,11694,5,0,3,1,0,108,0,0,314813
8,2003,2003,1482,1482,2262,2,10,3,749,1,5,12244,5,780,4,2,0,0,168,1,305000
3,1914,1950,864,864,864,1,5,0,0,1,5,8248,3,0,2,0,100,0,0,0,67000
6,1974,1997,1522,1548,2614,2,9,2,624,1,5,10800,7,1066,4,1,0,243,38,1,240000
5,1977,1977,980,980,980,1,6,2,484,1,5,7064,6,0,3,0,0,0,192,0,135000
6,2000,2000,756,756,1512,2,4,2,440,1,4,2117,5,756,2,1,0,32,0,1,168500
6,1972,1972,732,1012,1790,1,8,2,484,1,5,10400,5,778,4,1,0,0,148,2,165150
6,1962,1962,1116,1116,1116,1,5,2,440,2,5,10000,6,0,3,0,0,0,0,1,160000
5,1960,1978,978,1422,1422,1,6,1,286,1,5,12342,5,0,3,1,36,0,0,0,139900
6,1955,1972,1156,1520,1520,1,7,1,364,1,5,9600,6,0,3,2,189,0,0,0,153000
5,1969,1969,1040,1040,2080,1,9,2,504,1,5,11606,5,1040,5,2,0,0,335,2,135000
6,1964,1964,1248,1350,1350,1,6,2,520,2,5,9020,5,0,3,0,0,0,176,1,168500
5,1880,1991,636,1089,1750,1,8,1,240,2,5,9000,6,661,3,0,293,0,0,0,124000
8,2006,2006,1554,1554,1554,2,6,2,627,1,3,4590,5,0,2,1,0,73,156,0,209500
7,1977,1977,1386,1411,1411,2,6,2,544,1,5,11900,5,0,3,1,0,0,192,0,82500
5,1954,2005,1056,1056,1056,1,6,1,260,2,5,9250,7,0,3,0,0,0,390,0,139400
6,1980,1980,1056,1056,1056,0,4,2,576,1,2,6979,5,0,0,0,0,56,264,0,144000
6,1914,1995,1440,1440,3395,2,14,0,0,1,1,10896,7,1440,8,0,0,110,0,0,200000
2,1936,1950,264,800,800,1,4,0,0,1,5,6120,3,0,1,1,0,0,0,0,60000
5,1954,1954,811,811,1387,2,7,1,256,1,1,6000,4,576,3,0,0,0,0,0,93000
5,1910,1950,796,796,796,1,4,0,0,1,5,8777,7,0,2,0,164,0,328,0,85000
8,2006,2006,1520,1567,1567,2,7,3,648,1,4,3982,5,0,1,1,0,0,312,0,264561
8,2003,2004,1518,1518,1518,1,6,2,588,1,4,12677,5,0,1,1,0,140,185,1,274000
7,2001,2001,1057,1057,1929,2,7,2,650,1,5,7050,5,872,3,1,0,235,0,1,226000
8,1972,1995,1952,2000,2704,2,9,2,538,1,5,13860,7,704,4,3,0,111,269,1,345000
5,1969,1969,780,780,1620,2,7,2,462,1,5,10793,5,840,4,0,0,0,208,1,152000
9,2009,2009,1766,1766,1766,2,7,3,478,1,5,9187,5,0,2,1,0,130,195,1,370878
6,1971,1971,981,981,981,1,5,2,576,2,5,10530,5,0,3,0,40,312,0,1,143250
5,1950,1950,0,1048,1048,1,7,2,420,1,5,7200,5,0,3,0,0,27,0,0,98300
6,1953,1953,1094,1094,1094,1,5,2,495,1,5,10452,5,0,3,2,0,0,0,0,155000
6,1966,1966,756,1051,1839,1,7,2,442,1,5,7700,5,788,4,1,216,124,0,1,155000
4,1970,1970,630,630,630,1,3,0,0,1,3,1936,6,0,1,0,0,0,0,0,84500
7,2007,2007,813,822,1665,2,7,2,562,1,5,8125,6,843,3,0,0,0,0,1,205950
4,1940,1950,755,755,1510,1,7,1,296,1,5,9084,5,755,4,1,0,0,120,0,108000
7,1996,1996,880,909,1716,2,7,2,512,1,5,8750,5,807,2,1,0,120,0,1,191000
6,1906,1995,756,756,1469,1,7,1,216,1,5,10320,7,713,3,0,239,0,57,0,135000
8,1995,1995,2109,2113,2113,2,7,3,839,1,5,10437,6,0,2,1,0,46,236,1,350000
6,1971,1971,525,525,1092,1,6,1,264,1,3,1680,5,567,3,0,0,0,0,1,88000
5,1959,2006,1053,1053,1053,1,5,1,312,1,5,10007,7,0,3,0,0,0,0,1,145500
7,1931,2000,776,851,1502,1,6,1,270,1,5,7200,6,651,3,1,112,0,0,1,149000
6,1948,1950,912,912,1458,1,6,1,330,1,5,17503,5,546,3,1,0,0,192,0,97500
5,1964,1999,1486,1486,1486,1,7,2,480,2,5,9937,7,0,3,0,0,0,0,0,167000
7,1976,1976,793,1142,1935,2,7,2,550,5,5,12384,7,793,3,1,252,113,0,1,197900
8,1994,2005,1629,1686,2448,2,8,3,711,5,5,46589,7,762,4,1,0,76,517,1,402000
6,1968,1968,1392,1392,1392,1,5,2,576,2,5,13560,3,0,2,2,240,0,0,0,110000
4,1972,1972,1138,1181,1181,2,6,2,588,1,5,10012,5,0,3,0,180,0,0,0,137500
8,2005,2006,2077,2097,2097,1,8,3,1134,5,5,20896,5,0,1,1,0,267,192,1,423000
8,2000,2000,1406,1454,1936,2,7,2,504,2,5,11194,5,482,3,1,0,124,188,1,230500
6,1965,1979,1021,1465,2380,2,7,2,596,1,5,18450,5,915,3,1,0,265,0,1,129000
6,1994,1998,1408,1679,1679,2,7,2,575,1,5,8125,5,0,3,1,0,42,224,0,193500
5,1956,1987,1188,1437,1437,1,6,2,576,2,5,14175,6,0,3,1,0,0,304,1,168000
4,1922,1950,700,1180,1180,1,5,1,252,1,5,11600,5,0,2,1,67,0,0,0,137500
6,2005,2005,738,738,1476,2,7,2,540,3,5,8633,5,738,3,0,0,35,100,1,173500
6,1925,1950,672,697,1369,2,6,1,300,1,5,6629,6,672,3,0,0,0,147,0,103600
6,1977,1977,1208,1208,1208,1,6,2,546,1,5,11250,6,0,3,1,0,42,198,1,165000
6,1957,2004,1477,1839,1839,2,7,2,416,1,5,14442,7,0,3,2,0,87,0,0,257500
6,1965,1965,1136,1136,1136,1,5,1,384,1,5,9200,6,0,3,1,0,0,426,0,140000
6,1978,1978,855,855,1441,2,7,2,440,1,3,2289,6,586,3,1,0,0,28,1,148500
4,1900,1950,1095,1095,1774,2,8,3,779,1,5,9600,2,679,4,0,90,0,0,0,87000
5,1924,2006,768,792,792,1,5,1,240,1,5,9022,8,0,2,0,120,0,316,0,109500
8,2008,2008,2046,2046,2046,2,7,3,834,1,5,11844,5,0,3,1,0,82,322,1,372500
5,1961,1961,988,988,988,1,5,2,572,1,5,9945,5,0,3,0,0,0,0,0,128500
6,1980,1980,923,923,923,2,5,1,264,1,4,8012,5,0,2,1,0,0,80,0,143000
5,1932,2000,793,848,1520,1,6,1,281,1,5,4500,5,672,3,0,56,0,0,0,159434
6,1996,1997,1291,1291,1291,1,6,2,431,1,5,2887,5,0,2,1,0,0,307,0,173000
9,2002,2002,1626,1668,1668,2,7,3,702,2,5,11248,5,0,3,1,0,45,257,0,285000
7,1998,1998,1195,1195,1839,2,7,2,486,5,5,16770,5,644,4,0,0,81,0,1,221000
7,1984,1984,1190,1190,2090,2,6,2,577,5,4,5062,5,900,3,1,0,0,219,0,207500
7,2007,2007,874,874,1761,3,7,2,578,1,5,10207,6,887,3,0,0,105,144,0,227875
7,2004,2004,551,551,1102,2,4,2,480,3,4,5105,5,551,2,0,0,60,0,1,148800
8,2007,2007,1419,1419,1419,2,7,2,567,1,5,8089,6,0,2,1,0,0,140,0,392000
6,2005,2006,1362,1362,1362,2,6,2,460,2,4,7577,5,0,2,1,0,28,192,0,194700
6,2004,2004,848,848,848,1,3,2,420,1,4,4426,5,0,1,1,0,0,149,0,141000
10,1994,1995,2444,2444,4316,3,10,3,832,2,5,21535,6,1872,4,2,0,50,382,1,755000
7,1989,1990,1210,1238,2519,2,9,2,628,1,5,26178,5,1281,4,2,0,27,320,1,335000
5,1921,1968,1073,1073,1073,1,4,1,326,2,5,5400,6,0,2,0,112,0,0,0,108480
5,1936,1950,927,1067,1539,1,5,2,576,2,5,6120,6,472,3,0,0,0,112,1,141500
6,1987,1987,1112,1137,1137,2,5,2,551,1,5,13811,6,0,2,1,0,0,125,0,176000
5,1921,1950,616,616,616,1,4,1,205,1,5,6000,7,0,2,0,129,0,0,0,89000
5,1952,1952,980,1148,1148,1,6,1,308,1,5,6420,7,0,2,0,0,0,0,0,123500
5,1965,2009,894,894,894,1,5,1,336,1,5,8450,8,0,3,1,0,144,416,0,138500
7,2004,2004,1391,1391,1391,2,5,2,530,1,4,4282,5,0,2,0,0,158,156,0,196000
8,2002,2002,1800,1800,1800,2,7,3,765,1,5,14331,5,0,3,1,0,78,270,0,312500
7,1969,1969,1164,1164,1164,1,6,2,528,1,5,9600,5,0,3,0,0,0,0,1,140000
8,2006,2006,1234,1264,2576,2,10,3,666,1,5,12438,5,1312,4,1,0,100,324,1,361919
5,1900,1996,360,1032,1812,2,8,2,672,1,1,7630,9,780,4,1,40,0,344,0,140000
7,2004,2005,1473,1484,1484,2,7,2,606,1,5,8400,5,0,3,0,0,35,0,0,213000
4,1930,1950,0,372,1092,2,7,0,0,1,1,5600,5,720,3,0,0,0,0,0,55000
7,1971,2002,1643,1824,1824,2,5,2,739,5,5,115149,5,0,2,2,0,48,380,0,302000
8,2006,2006,1324,1324,1324,2,6,2,550,1,4,6240,5,0,2,1,0,38,192,0,254000
7,2007,2007,728,728,1456,2,8,2,400,1,5,9018,5,728,3,1,0,24,100,1,179540
5,1966,1966,876,904,904,1,6,1,408,1,5,7162,7,0,3,0,0,0,0,0,109900
3,1935,2003,270,729,729,1,5,0,0,1,5,4130,6,0,2,0,0,0,0,0,52000
4,1900,1950,859,859,1178,1,7,1,384,1,5,8712,7,319,2,0,98,0,68,0,102776
8,1988,1989,1228,1228,1228,2,5,2,472,1,4,4671,5,0,2,1,0,120,168,0,189000
4,1970,1970,960,960,960,1,6,2,576,1,1,9873,5,0,3,0,0,288,0,0,129000
6,1976,2005,725,725,1479,2,6,2,475,5,5,13517,8,754,3,0,0,44,0,1,130500
6,1974,1974,1064,1350,1350,2,7,2,478,1,5,10140,5,0,3,1,0,0,0,0,165000
7,1890,1998,718,1576,2554,1,8,2,704,1,5,10800,8,978,3,0,143,48,0,1,159500
5,1973,2000,1176,1178,1178,1,5,2,439,1,5,10000,6,0,3,1,0,0,224,1,157000
7,1993,1994,1311,1325,2418,2,9,3,983,1,5,10542,5,1093,3,1,216,154,250,1,341000
5,1969,1969,971,971,971,1,5,1,300,1,5,9920,6,0,3,1,0,0,0,1,128500
8,1985,1985,1742,1742,1742,2,5,2,564,5,5,6563,5,0,2,1,234,28,114,0,275000
6,2004,2004,848,848,848,1,3,2,420,1,4,4426,5,0,1,0,0,0,160,0,143000
4,1970,1970,864,864,864,1,5,2,463,1,5,8120,7,0,3,0,0,0,0,0,124500
4,1954,1972,941,997,1470,2,7,1,548,1,5,8172,6,473,4,0,0,0,0,0,135000
9,2007,2008,1698,1698,1698,2,8,3,768,1,5,13286,5,0,3,1,0,64,327,0,320000
4,1970,1970,864,864,864,1,5,2,660,1,5,6960,6,0,3,0,0,0,96,0,120500
6,1988,2007,880,1680,1680,2,5,2,540,2,5,21695,9,0,3,1,0,44,292,0,222000
7,2007,2007,1232,1232,1232,2,6,2,632,1,5,7314,5,0,2,0,0,0,132,0,194500
5,1958,1958,1584,1776,1776,2,9,3,888,2,2,11475,5,0,4,0,0,25,0,0,110000
4,1925,1950,780,848,1208,1,5,2,539,1,5,6240,5,0,2,0,112,23,0,0,103000
8,1995,1996,1595,1616,1616,2,5,2,608,1,4,5389,5,0,2,1,0,152,237,0,236500
7,2003,2003,868,1146,1146,2,6,2,438,2,5,9590,5,0,3,1,0,22,160,0,187500
7,1998,1999,1153,1153,2031,2,8,2,541,1,5,11404,5,878,3,1,0,84,192,1,222500
5,1961,1983,864,1144,1144,1,6,1,264,2,5,10000,6,0,3,1,0,0,165,0,131400
5,1968,1968,948,948,948,1,6,1,300,2,5,8978,5,0,3,0,0,0,147,0,108000
7,1914,1970,880,880,1768,1,6,2,320,1,5,10800,7,888,2,2,0,341,0,1,163000
3,1950,1950,0,1040,1040,2,6,2,400,1,2,8544,4,0,2,0,0,0,0,0,93500
8,2005,2005,893,901,1801,2,8,3,800,5,5,10463,5,900,3,1,0,116,0,1,239900
5,1987,1988,1200,1200,1200,3,5,0,0,1,2,10800,5,0,3,0,0,0,120,0,179000
7,2004,2004,864,864,1728,2,7,2,572,1,5,9313,5,864,3,0,0,56,187,1,190000
5,1910,2002,264,768,1432,2,7,2,360,1,5,9600,7,664,2,0,112,0,270,0,132000
6,1961,1996,912,912,912,1,5,1,288,1,5,6768,8,0,3,0,0,0,168,0,142000
7,2000,2001,1349,1349,1349,2,6,2,539,1,5,8450,5,0,3,0,0,55,120,0,179000
5,1963,1999,520,1464,1464,2,6,2,480,1,5,12886,6,0,3,1,0,0,302,0,175000
8,1993,1993,1337,1337,1337,2,5,2,462,1,4,5395,5,0,2,1,70,0,96,0,180000
8,1976,1996,1142,1175,2715,3,11,2,831,1,5,8963,9,1540,4,2,0,204,0,1,299800
7,2000,2000,952,980,2256,2,8,2,554,1,5,8795,5,1276,4,1,0,54,224,1,236000
7,1880,2003,1240,1320,2640,1,8,4,864,2,5,11700,7,1320,4,1,386,0,181,1,265979
7,1996,1996,1720,1720,1720,2,7,2,527,1,5,10593,5,0,3,1,154,56,240,0,260400
4,1945,1950,0,1088,1529,2,9,1,240,1,5,8405,3,441,4,0,185,0,92,0,98000
4,1910,2004,576,792,1140,1,7,0,0,2,5,8800,7,348,3,0,0,160,0,0,96500
7,2003,2003,660,660,1320,2,6,2,400,1,5,7750,5,660,3,0,0,48,0,1,162000
6,1997,1997,1479,1494,1494,2,6,2,576,1,5,9236,5,0,3,0,0,27,168,0,217000
8,2005,2005,1030,1038,2098,2,8,3,878,1,5,10240,5,1060,3,1,0,52,192,1,275500
6,1969,2005,1026,1026,1026,1,5,2,440,1,5,7930,8,0,3,0,0,48,171,0,156000
6,1999,1999,729,742,1471,2,6,2,440,1,4,3230,5,729,3,0,0,24,0,1,172500
8,2007,2007,866,866,1768,2,7,2,578,1,5,10769,5,902,3,0,0,105,144,1,212000
6,1978,1978,672,672,1386,2,6,2,440,5,5,11616,5,714,3,1,0,0,335,1,158900
7,1999,1999,744,757,1501,2,6,2,440,1,3,2280,5,744,3,0,0,0,0,1,179400
8,1995,1995,1318,1328,2531,2,9,3,752,1,5,12257,5,1203,4,1,0,98,222,1,290000
6,1959,1959,864,864,864,1,5,1,300,1,5,9100,6,0,2,0,0,0,0,0,127500
5,1924,1950,1145,1301,1301,1,5,2,440,3,5,6911,5,0,2,0,0,0,0,0,100000
7,2009,2009,756,764,1547,2,7,2,614,1,5,8640,5,783,3,0,0,45,169,1,215200
8,1999,1999,1252,1268,2365,2,8,3,856,1,5,9430,5,1097,3,1,0,128,0,1,337000
8,1995,1996,1494,1494,1494,1,6,2,481,5,4,9549,5,0,2,1,0,30,0,1,270000
9,2008,2008,1498,1506,1506,2,6,2,592,1,5,14587,5,0,2,1,0,174,0,0,264132
7,1988,1988,980,980,1714,2,7,2,496,1,5,10421,5,734,3,1,156,66,228,1,196500
6,1940,1985,983,983,1750,2,7,1,423,1,5,12508,7,767,4,0,156,0,245,0,160000
7,2004,2005,1860,1836,1836,2,8,2,484,1,5,9100,5,0,3,1,0,33,120,0,216837
8,2003,2003,1650,1690,3279,3,12,3,841,5,5,53504,5,1589,4,1,0,36,503,1,538000
5,1982,1982,858,858,858,1,5,2,576,5,5,7252,5,0,2,0,0,0,120,0,134900
4,1951,1951,836,1220,1220,1,6,2,396,1,5,8877,5,0,2,0,0,0,0,0,102000
6,1976,1976,1029,1117,1117,1,6,2,672,1,5,7819,5,0,3,1,0,0,144,0,107000
5,1958,1958,912,912,912,1,5,1,275,1,5,10150,5,0,2,0,0,0,0,0,114500
8,2006,2006,1935,1973,1973,2,9,3,895,2,5,14226,5,0,3,1,0,45,315,0,395000
6,1998,1998,1204,1204,1204,2,5,2,412,3,4,4500,5,0,2,0,0,247,0,0,162000
7,2005,2006,1614,1614,1614,2,7,3,865,1,5,11210,5,0,3,0,0,59,144,0,221500
5,1974,1974,864,894,894,1,5,2,440,1,5,13350,5,0,3,1,0,0,241,0,142500
5,1977,1977,0,2020,2020,2,10,2,630,1,2,8400,5,0,4,2,0,0,0,0,144000
6,1977,1977,975,1004,1004,1,4,2,504,1,2,10530,5,0,2,0,0,0,0,0,135000
7,1995,1996,1237,1253,1253,2,6,2,402,1,5,7875,5,0,3,1,0,21,220,0,176000
6,1992,1992,761,810,1603,2,7,2,484,1,5,7153,5,793,3,0,0,124,0,1,175900
7,2001,2002,1413,1430,1430,2,6,2,605,1,5,16285,5,0,3,0,0,33,0,0,187100
5,1978,1978,1097,1110,1110,1,4,2,602,2,5,9101,6,0,1,1,0,30,303,0,165500
6,1914,2001,742,742,1484,2,9,0,0,1,5,6300,6,742,3,1,134,291,0,0,128000
6,1967,1967,1372,1342,1342,2,7,2,457,1,5,9790,5,0,3,1,0,0,0,0,161500
5,1915,1950,686,966,1652,2,7,1,416,1,5,10800,6,686,4,0,196,0,0,0,139000
7,2004,2004,956,956,2084,2,8,2,618,1,5,10142,5,1128,4,0,0,45,0,1,233000
4,1954,2000,901,901,901,1,4,1,281,2,5,6000,7,0,2,0,0,0,0,0,107900
6,1966,2007,832,976,2087,2,9,2,444,1,5,12205,8,1111,5,0,0,168,133,1,187500
7,2005,2006,1145,1145,1145,2,5,2,397,1,4,3182,5,0,2,1,0,16,100,0,160200
6,1976,1976,1029,1062,1062,1,5,2,539,2,5,11333,5,0,3,2,0,0,120,0,146800
7,1996,1997,1117,1127,2013,2,8,2,455,5,5,9920,5,886,3,1,0,130,180,1,269790
8,2007,2007,1496,1496,1496,2,7,2,474,1,5,9158,5,0,3,0,0,130,168,0,225000
7,1994,1996,712,1086,1895,2,7,2,409,2,5,10832,5,809,3,1,0,46,143,1,194500
6,1980,1981,650,888,1564,2,7,2,476,1,5,8400,6,676,3,1,0,50,0,1,171000
6,1977,1977,660,1285,1285,1,7,2,528,1,5,8197,5,0,3,1,0,0,138,1,143500
5,1953,1953,773,773,773,1,4,1,240,1,5,7677,5,0,2,0,0,0,0,0,110000
9,2008,2009,1926,1966,3140,3,11,3,820,1,5,13518,5,1174,4,2,0,78,144,1,485000
5,1937,1950,731,981,1768,1,7,1,240,2,5,7200,7,787,3,2,264,0,0,1,175000
6,1997,1997,616,616,1688,2,8,2,603,1,5,12798,5,1072,4,0,185,114,403,1,200000
4,1916,1990,1196,1196,1196,1,5,2,440,1,5,4800,7,0,2,0,0,0,0,0,109900
7,2005,2005,728,728,1456,2,7,2,410,1,5,8199,5,728,3,1,0,18,36,1,189000
9,2008,2009,1734,1734,2822,3,12,3,1020,1,5,13891,5,1088,4,1,0,170,52,1,582933
5,1954,1954,936,1128,1128,1,5,1,286,1,5,9000,5,0,2,0,0,0,0,0,118000
7,2008,2008,1417,1428,1428,2,6,2,554,3,5,12274,5,0,3,0,0,60,0,0,227680
5,1967,1967,980,980,980,2,6,1,384,1,5,9750,5,0,3,0,0,0,68,0,135500
5,1923,2004,1324,1072,1576,1,6,2,528,1,5,21384,6,504,3,1,0,312,0,1,223500
5,1966,1966,1024,1086,1086,1,6,2,484,1,5,13400,5,0,3,1,0,0,0,0,159950
5,1898,1965,849,1075,2138,2,11,2,360,2,5,8100,5,1063,2,0,0,156,40,0,106000
6,1974,1999,1040,1309,1309,1,5,2,484,1,5,10140,6,0,3,1,0,0,265,1,181000
6,2004,2004,848,848,848,1,4,2,420,1,4,4438,5,0,1,1,0,0,140,0,144500
5,1952,1952,540,1044,1044,1,4,2,504,1,5,8712,5,0,2,0,0,0,0,0,55993
6,1958,1958,1442,1442,1442,1,7,1,301,1,5,9750,6,0,4,0,275,0,0,1,157900
5,1918,1950,686,686,1250,1,7,1,280,1,5,8248,7,564,3,0,96,0,207,1,116000
7,1998,1998,1649,1661,1661,2,6,2,598,5,5,12137,5,0,3,0,0,34,0,0,224900
5,1954,1954,1008,1008,1008,1,4,1,275,2,5,11425,6,0,2,1,120,0,0,0,137000
8,2002,2002,1568,1689,1689,2,7,3,857,5,5,13265,5,0,3,2,0,59,150,0,271000
6,1971,1971,1010,1052,1052,1,6,2,440,1,5,8816,7,0,3,0,0,0,0,0,155000
7,2009,2010,1358,1358,1358,2,6,2,484,1,4,6371,5,0,2,1,0,35,192,0,224000
7,2003,2003,798,798,1640,2,6,2,595,5,5,7226,5,842,3,0,0,45,0,1,183000
4,1953,1953,936,936,936,1,4,2,576,1,1,6000,4,0,2,0,112,32,0,0,93000
7,2003,2003,847,847,1733,2,7,2,433,2,5,12394,5,886,3,1,0,48,100,1,225000
6,1940,1950,778,944,1489,2,7,1,240,1,5,9900,7,545,3,1,0,0,335,0,139500
